,TagID,Tag
1148,1148,virtual-machine
1149,1149,globus-toolkit
1150,1150,recycle-bin
1151,1151,numeric
1152,1152,crystal-reports
1153,1153,entity-framework
1154,1154,opera
1155,1155,strtotime
1156,1156,visual-studio-2008-sp1
1157,1157,xpath
1158,1158,nodes
1159,1159,mixed
1160,1160,unhandled
1161,1161,pear
1162,1162,server-response
1163,1163,mdi
1164,1164,dashcode
1165,1165,mfc-feature-pack
1166,1166,activereports
1167,1167,applescript
1168,1168,acrobat
1169,1169,phppgadmin
1170,1170,memcached
1171,1171,.net-1.1
1172,1172,xmlsocket
1173,1173,nic
1174,1174,metadata
1175,1175,wia
1176,1176,image-scanner
1177,1177,isight
1178,1178,conditional-operator
1179,1179,operator-precedence
1180,1180,emulator
1181,1181,device
1182,1182,varchar
1183,1183,tips-and-tricks
1184,1184,hidden-features
1185,1185,syntax-highlighting
1186,1186,drag-and-drop
1187,1187,yui
1188,1188,grep
1189,1189,guide
1190,1190,bookmarklet
1191,1191,bookmarks
1192,1192,select
1193,1193,enterprise-library
1194,1194,language
1195,1195,bug-tracking
1196,1196,ontime
1197,1197,developer-machine
1198,1198,file-extension
1199,1199,dependencies
1200,1200,il
1201,1201,offsite
1202,1202,perforce
1203,1203,data-manipulation
1204,1204,automatic-properties
1205,1205,static
1206,1206,quickbooks
1207,1207,accounting
1208,1208,monitoring
1209,1209,explorer
1210,1210,windows-shell
1211,1211,icefaces
1212,1212,iis-7
1213,1213,ilmerge
1214,1214,sql-server-2005-express
1215,1215,datagrid
1216,1216,report
1217,1217,function
1218,1218,listener
1219,1219,responsive-design
1220,1220,wap
1221,1221,wml
1222,1222,openbsd
1223,1223,xinc
1224,1224,spellchecking
1225,1225,production
1226,1226,history
1227,1227,inspiration
1228,1228,review
1229,1229,c++-cli
1230,1230,mixed-mode
1231,1231,makefile
1232,1232,directoryservices
1233,1233,distribution-list
1234,1234,svg
1235,1235,vector-graphics
1236,1236,vml
1237,1237,waveout
1238,1238,technologies
1239,1239,manager
1240,1240,table-structure
1241,1241,visibility
1242,1242,ccombobox
1243,1243,intellectual-property
1244,1244,flexbuilder
1245,1245,textmate
1246,1246,rights
1247,1247,oracle-xe
1248,1248,stresstesting
1249,1249,mootools
1250,1250,erp
1251,1251,exchange
1252,1252,tag-soup
1253,1253,classic
1254,1254,backtracking
1255,1255,dynamics
1256,1256,normalizing
1257,1257,office-automation
1258,1258,project-management-tools
1259,1259,containers
1260,1260,highavailability
1261,1261,themes
1262,1262,color-scheme
1263,1263,releasing
1264,1264,features
1265,1265,emoticons
1266,1266,smilies
1267,1267,gps
1268,1268,user-agent
1269,1269,pagination
1270,1270,sad
1271,1271,text-parsing
1272,1272,delimited-text
1273,1273,compiler
1274,1274,phpunit
1275,1275,png
1276,1276,transparency
1277,1277,android
1278,1278,design-decisions
1279,1279,jaxer
1280,1280,foxpro
1281,1281,windows-ce
1282,1282,buffer
1283,1283,strtol
1284,1284,ms-word
1285,1285,openxml
1286,1286,endianness
1287,1287,hex-editors
1288,1288,impersonation
1289,1289,set
1290,1290,touch-typing
1291,1291,interpolation
1292,1292,bezier
1293,1293,curve
1294,1294,free-software
1295,1295,tnsnames
1296,1296,tns
1297,1297,dbunit
1298,1298,db2-luw
1299,1299,portability
1300,1300,linq-to-entities
1301,1301,hackernews
1302,1302,cygwin
1303,1303,voip
1304,1304,voice
1305,1305,telephony
1306,1306,ivr
1307,1307,dynamic-binding
1308,1308,static-binding
1309,1309,stax
1310,1310,webpage
1311,1311,raid
1312,1312,disk
1313,1313,greasemonkey
1314,1314,outputcache
1315,1315,language-features
1316,1316,ptrace
1317,1317,rpc
1318,1318,organizer
1319,1319,editing
1320,1320,nas
1321,1321,qa
1322,1322,cursors
1323,1323,integration-testing
1324,1324,web-site-project
1325,1325,web-application-project
1326,1326,adam
1327,1327,azman
1328,1328,cocoa-touch
1329,1329,html-lists
1330,1330,roman-numerals
1331,1331,fillfactor
1332,1332,input-validation
1333,1333,e4x
1334,1334,platform
1335,1335,trace
1336,1336,mediawiki
1337,1337,knowledge-management
1338,1338,ikvm
1339,1339,gnu-classpath
1340,1340,alias
1341,1341,excel-vba
1342,1342,user-defined-functions
1343,1343,swig
1344,1344,byte
1345,1345,unsigned
1346,1346,signed
1347,1347,readability
1348,1348,mobile-website
1349,1349,drawing
1350,1350,workflow-foundation
1351,1351,maththeorems
1352,1352,trialware
1353,1353,attributes
1354,1354,vba
1355,1355,label
1356,1356,argotic
1357,1357,twain
1358,1358,webobjects
1359,1359,numbers
1360,1360,base-class
1361,1361,class-members
1362,1362,name-lookup
1363,1363,development-practice
1364,1364,power-management
1365,1365,automation
1366,1366,sharepoint-wiki
1367,1367,partition
1368,1368,swap
1369,1369,cxf
1370,1370,axis
1371,1371,stl
1372,1372,c++-faq
1373,1373,indesign
1374,1374,mime
1375,1375,wiki-engine
1376,1376,management
1377,1377,postsale
1378,1378,fileparse
1379,1379,time
1380,1380,efs
1381,1381,success
1382,1382,shipping
1383,1383,scrum
1384,1384,hyper-v
1385,1385,unzip
1386,1386,json
1387,1387,persistence
1388,1388,publish
1389,1389,file-upload
1390,1390,indentation
1391,1391,tagging
1392,1392,change-management
1393,1393,strongname
1394,1394,sn.exe
1395,1395,bitching
1396,1396,funny
1397,1397,routing
1398,1398,router
1399,1399,nlog
1400,1400,health-monitoring
1401,1401,post
1402,1402,promotions
1403,1403,system-integration
1404,1404,samba
1405,1405,shopping-cart
1406,1406,crash-dumps
1407,1407,bsod
1408,1408,constructor
1409,1409,delegates
1410,1410,map
1411,1411,paper-trail
1412,1412,module
1413,1413,reflector
1414,1414,n2
1415,1415,timeline
1416,1416,repeater
1417,1417,porting
1418,1418,fopen
1419,1419,trac
1420,1420,bugzilla
1421,1421,main
1422,1422,revision
1423,1423,dispose
1424,1424,visual-sourcesafe-plugin
1425,1425,virtualpathprovider
1426,1426,failover
1427,1427,session-replication
1428,1428,folders
1429,1429,common-tasks
1430,1430,atom
1431,1431,binary-tree
1432,1432,datepart
1433,1433,metrics
1434,1434,counter
1435,1435,hit
1436,1436,tibco
1437,1437,ssas
1438,1438,lxml
1439,1439,doctest
1440,1440,msxml
1441,1441,share
1442,1442,calendar
1443,1443,acl
1444,1444,mysqli
1445,1445,listview
1446,1446,gd
1447,1447,jpeg
1448,1448,codegear
1449,1449,delphi-xe
1450,1450,ironpython
1451,1451,xmldocument
1452,1452,xmlnode
1453,1453,xmlnodelist
1454,1454,quality
1455,1455,svn-repository
1456,1456,retrospectives
1457,1457,post-mortem
1458,1458,location
1459,1459,zipcode
1460,1460,dbnull
1461,1461,jsp
1462,1462,tomcat
1463,1463,denormalization
1464,1464,bestpractices
1465,1465,infopath
1466,1466,closures
1467,1467,zend-optimizer
1468,1468,code-ownership
1469,1469,soap
1470,1470,lorem
1471,1471,ipsum
1472,1472,dolor
1473,1473,sit
1474,1474,amet
1475,1475,consectetuer
1476,1476,value-type
1477,1477,reference-type
1478,1478,boxing
1479,1479,unboxing
1480,1480,self-answer
1481,1481,pdc
1482,1482,teaching
1483,1483,chair
1484,1484,homeoffice
1485,1485,arts
1486,1486,sicp
1487,1487,cruisecontrol.rb
1488,1488,distributed-system
1489,1489,struts
1490,1490,codeigniter
1491,1491,system.drawing
1492,1492,mike
1493,1493,stone
1494,1494,estimation
1495,1495,time-management
1496,1496,multi-tenant
1497,1497,scroll
1498,1498,callstack
1499,1499,vcl
1500,1500,mindmapping
1501,1501,synchronization
1502,1502,distributed
1503,1503,reminders
1504,1504,gridview
1505,1505,bootstrapping
1506,1506,upsert
1507,1507,cad
1508,1508,dragon-book
1509,1509,library
1510,1510,pdo
1511,1511,database-abstraction
1512,1512,human-readable
1513,1513,playstation-portable
1514,1514,robotics
1515,1515,labview
1516,1516,graphical-language
1517,1517,zend-framework
1518,1518,visualsvn
1519,1519,ankhsvn
1520,1520,personal
1521,1521,intellij-idea
1522,1522,backreference
1523,1523,categories
1524,1524,sudo
1525,1525,logfiles
1526,1526,msdn
1527,1527,mount
1528,1528,iso
1529,1529,.net-1.0
1530,1530,picasa
1531,1531,photo-management
1532,1532,.net-client-profile
1533,1533,interpreter
1534,1534,revenue
1535,1535,genetic-algorithm
1536,1536,genetic-programming
1537,1537,evolutionary-algorithm
1538,1538,erd
1539,1539,automated-tests
1540,1540,stdin
1541,1541,boost-graph
1542,1542,latex
1543,1543,matrix
1544,1544,wxwidgets
1545,1545,pascal
1546,1546,languages
1547,1547,mxml
1548,1548,glut
1549,1549,boost
1550,1550,add-in
1551,1551,planning
1552,1552,text-processing
1553,1553,ppc
1554,1554,opencv
1555,1555,resolutions
1556,1556,fbo
1557,1557,batch-file
1558,1558,textures
1559,1559,bitmap
1560,1560,monochrome
1561,1561,chat
1562,1562,state
1563,1563,cg
1564,1564,dynamics-crm
1565,1565,scrollwheel
1566,1566,deprecated
1567,1567,character-properties
1568,1568,osgi
1569,1569,class-design
1570,1570,class-designer
1571,1571,glew
1572,1572,pyobjc
1573,1573,jit
1574,1574,delphi-2007
1575,1575,bit-fields
1576,1576,nunit
1577,1577,ssrs-2008
1578,1578,case-study
1579,1579,sybase
1580,1580,sofaq-official
1581,1581,abstract-class
1582,1582,static-methods
1583,1583,interface-design
1584,1584,combobox
1585,1585,urlrewriter
1586,1586,oracle-pro-c
1587,1587,putty
1588,1588,console
1589,1589,freelance
1590,1590,include
1591,1591,shtml
1592,1592,ejb-3.0
1593,1593,scjp
1594,1594,safety
1595,1595,dotnetnuke
1596,1596,speech-recognition
1597,1597,sql-server-express
1598,1598,third-party
1599,1599,combinations
1600,1600,np-complete
1601,1601,build
1602,1602,pdf-generation
1603,1603,work-environment
1604,1604,servicepacks
1605,1605,procedure
1606,1606,background-music
1607,1607,rendering
1608,1608,watin
1609,1609,dailybuilds
1610,1610,out-of-memory
1611,1611,replace
1612,1612,ms-access-2000
1613,1613,vsto
1614,1614,pcre
1615,1615,ocaml
1616,1616,rpg
1617,1617,infragistics
1618,1618,ultrawebgrid
1619,1619,c-preprocessor
1620,1620,overhead
1621,1621,utc
1622,1622,lorem-ipsum
1623,1623,data-driven
1624,1624,uml
1625,1625,modeling
1626,1626,web-config
1627,1627,c++builder
1628,1628,consolas
1629,1629,disclosure
1630,1630,gdi+
1631,1631,ilist
1632,1632,sourceforge
1633,1633,dojo
1634,1634,ideapipe
1635,1635,wrox
1636,1636,text-input
1637,1637,visualization
1638,1638,garbage-collection
1639,1639,eol
1640,1640,stripes
1641,1641,yaml
1642,1642,google-analytics
1643,1643,google-analytics-api
1644,1644,web-deployment-project
1645,1645,frontend
1646,1646,dtd
1647,1647,virtual-pc
1648,1648,vnc
1649,1649,navigation
1650,1650,suckerfish
1651,1651,message
1652,1652,msg
1653,1653,xquery
1654,1654,yarns
1655,1655,solr
1656,1656,usercontrols
1657,1657,alphablending
1658,1658,sql-server-agent
1659,1659,processes
1660,1660,ctypes
1661,1661,python-sip
1662,1662,nfsclient
1663,1663,logfile-analysis
1664,1664,trunk
1665,1665,extends
1666,1666,cvsnt
1667,1667,feeds
1668,1668,use-case
1669,1669,eruby
1670,1670,crackoverflow
1671,1671,aa
1672,1672,web-hosting
1673,1673,cname
1674,1674,diskspace
1675,1675,administration
1676,1676,portlet
1677,1677,portal
1678,1678,jsr168
1679,1679,vignette
1680,1680,ms-dos
1681,1681,entity
1682,1682,street-address
1683,1683,numerical
1684,1684,axis2
1685,1685,wse
1686,1686,event-handling
1687,1687,maven-2
1688,1688,restore
1689,1689,terminology
1690,1690,edit-and-continue
1691,1691,voting
1692,1692,dotnetopenauth
1693,1693,needs-editing
1694,1694,locale
1695,1695,algebraic-data-types
1696,1696,reporting
1697,1697,project-structure
1698,1698,type-library
1699,1699,com-hell
1700,1700,system.io.fileinfo
1701,1701,data-controls
1702,1702,jvm
1703,1703,rack
1704,1704,identity
1705,1705,rfc3339
1706,1706,disk-partitioning
1707,1707,jms
1708,1708,encode
1709,1709,test-data
1710,1710,tr2
1711,1711,yield
1712,1712,palm-os
1713,1713,garnet-os
1714,1714,codewarrior
1715,1715,prc-tools
1716,1716,useless-nonsense
1717,1717,injection
1718,1718,silverlight-3.0
1719,1719,records
1720,1720,gdb
1721,1721,valgrind
1722,1722,nginx
1723,1723,cgi
1724,1724,encapsulation
1725,1725,friend
1726,1726,cmyk
1727,1727,override
1728,1728,metrowerks
1729,1729,visual-sourcesafe
1730,1730,uac
1731,1731,elevated-privileges
1732,1732,commercial
1733,1733,wmd
1734,1734,ndoc
1735,1735,word-wrap
1736,1736,psu
1737,1737,websvn
1738,1738,posix
1739,1739,hadoop
1740,1740,shared-nothing
1741,1741,assert
1742,1742,openssl
1743,1743,certificate-authority
1744,1744,live-meeting
1745,1745,pps
1746,1746,install
1747,1747,rdf
1748,1748,sesame
1749,1749,esoteric-languages
1750,1750,iwork
1751,1751,packaging
1752,1752,listbox
1753,1753,activex
1754,1754,sifr
1755,1755,installshield
1756,1756,coredump
1757,1757,tcsh
1758,1758,backport
1759,1759,imap
1760,1760,exam-70-536
1761,1761,webbrowser-control
1762,1762,toad
1763,1763,usage-statistics
1764,1764,nvelocity
1765,1765,network-programming
1766,1766,intermittent
1767,1767,iis-6
1768,1768,kernel
1769,1769,drivers
1770,1770,stack-trace
1771,1771,sigsegv
1772,1772,extended-properties
1773,1773,specs
1774,1774,delphi-7
1775,1775,delphi-2006
1776,1776,winscp
1777,1777,web-farm
1778,1778,nasm
1779,1779,osdev
1780,1780,tcl
1781,1781,tivo
1782,1782,sdlc
1783,1783,firewall
1784,1784,boolean-logic
1785,1785,series
1786,1786,reuse
1787,1787,burritos
1788,1788,food
1789,1789,lunch
1790,1790,expandometaclass
1791,1791,input-devices
1792,1792,trackball
1793,1793,email-client
1794,1794,naming
1795,1795,entities
1796,1796,ui-automation
1797,1797,window-handles
1798,1798,gui-testing
1799,1799,scaling
1800,1800,viewdata
1801,1801,viewusercontrol
1802,1802,qtwebkit
1803,1803,object
1804,1804,key
1805,1805,duplicate-removal
1806,1806,cheat-sheet
1807,1807,apt
1808,1808,business-intelligence
1809,1809,drives
1810,1810,pretty-print
1811,1811,multiplatform
1812,1812,beautifier
1813,1813,rms
1814,1814,answers
1815,1815,winsxs
1816,1816,lan
1817,1817,centos5
1818,1818,menu-items
1819,1819,pipe
1820,1820,expression
1821,1821,mutex
1822,1822,iterator
1823,1823,jsonp
1824,1824,tray
1825,1825,accurev
1826,1826,categorization
1827,1827,finder
1828,1828,osx-leopard
1829,1829,transpose
1830,1830,cassini
1831,1831,dep
1832,1832,goto
1833,1833,trayicon
1834,1834,gas
1835,1835,social-media
1836,1836,integral-media
1837,1837,hgignore
1838,1838,content-management
1839,1839,directdraw
1840,1840,dds-format
1841,1841,.net-attributes
1842,1842,file-permissions
1843,1843,multithreaded
1844,1844,referential-integrity
1845,1845,boo
1846,1846,sourcecode
1847,1847,disassembler
1848,1848,cheater
1849,1849,destructor
1850,1850,configurationmanager
1851,1851,metatroll
1852,1852,inode
1853,1853,query
1854,1854,regsvr32
1855,1855,dllregistration
1856,1856,entity-relationship
1857,1857,jcheckbox
1858,1858,opengl-3
1859,1859,data-access
1860,1860,load
1861,1861,routes
1862,1862,attachment-fu
1863,1863,comet
1864,1864,deadlock
1865,1865,children
1866,1866,command-line-arguments
1867,1867,plsql
1868,1868,xml-serialization
1869,1869,cil
1870,1870,innodb
1871,1871,myisam
1872,1872,ordinals
1873,1873,antivirus
1874,1874,mstest
1875,1875,yellow-screen-of-death
1876,1876,visio
1877,1877,reportviewer
1878,1878,reportviewer2008
1879,1879,3des
1880,1880,webresource
1881,1881,offline
1882,1882,error-logging
1883,1883,database-table
1884,1884,invariants
1885,1885,rtf
1886,1886,ssis
1887,1887,netbeans
1888,1888,timestamp
1889,1889,checksum
1890,1890,scope
1891,1891,class-method
1892,1892,access-specifier
1893,1893,specman
1894,1894,eda
1895,1895,cas
1896,1896,ria
1897,1897,stringstream
1898,1898,red-black-tree
1899,1899,many-to-many
1900,1900,action
1901,1901,bitsets
1902,1902,code-analysis
1903,1903,so-browser-enhancement
1904,1904,opensearch
1905,1905,dcom
1906,1906,macports
1907,1907,fink
1908,1908,data-modeling
1909,1909,jpanel
1910,1910,netstat
1911,1911,recovery
1912,1912,esx
1913,1913,redhat
1914,1914,backupexec
1915,1915,symantec
1916,1916,mark
1917,1917,as
1918,1918,wikiengine
1919,1919,model-driven
1920,1920,fraud-detection
1921,1921,webparts
1922,1922,dashboard
1923,1923,actionscript
1924,1924,db4o
1925,1925,visual-web-developer
1926,1926,facebook
1927,1927,batch-processing
1928,1928,django-models
1929,1929,sleep
1930,1930,shared-hosting
1931,1931,hostmonster
1932,1932,internet
1933,1933,bittorrent
1934,1934,entertainment
1935,1935,offshoring
1936,1936,user-management
1937,1937,usergroups
1938,1938,xmlide
1939,1939,virtual-inheritance
1940,1940,multisampling
1941,1941,ruby-1.9
1942,1942,ruby-1.8
1943,1943,transactions
1944,1944,xtunit
1945,1945,com+
1946,1946,header-files
1947,1947,j
1948,1948,uri
1949,1949,authority
1950,1950,iostream
1951,1951,fstream
1952,1952,data-loss
1953,1953,so-notice
1954,1954,bits
1955,1955,gin
1956,1956,gist-index
1957,1957,billing
1958,1958,linq-to-xml
1959,1959,vb.net-to-c#
1960,1960,annoyance
1961,1961,single-sign-on
1962,1962,computer-forensics
1963,1963,semantics
1964,1964,zemanta
1965,1965,ms-project
1966,1966,gantt-chart
1967,1967,ntlm
1968,1968,httpserver
1969,1969,return-value
1970,1970,tfs2008
1971,1971,tfs2005
1972,1972,nt4
1973,1973,limits
1974,1974,etl
1975,1975,arm
1976,1976,intranet
1977,1977,jcifs
1978,1978,security-zone
1979,1979,udp
1980,1980,broadcast
1981,1981,x86-64
1982,1982,word-vba
1983,1983,push
1984,1984,duplex
1985,1985,doctrine
1986,1986,propel
1987,1987,amazon-ec2
1988,1988,updatepanel
1989,1989,imac
1990,1990,spam
1991,1991,ssms
1992,1992,kr-c
1993,1993,c89
1994,1994,formview
1995,1995,autorefresh
1996,1996,amazon-web-services
1997,1997,string-formatting
1998,1998,tortoisecvs
1999,1999,plink
2000,2000,dependency-management
2001,2001,scriptmanager
2002,2002,arguments
2003,2003,compare
2004,2004,management-studio
2005,2005,workitem
2006,2006,terminal-services
2007,2007,rdp
2008,2008,xls
2009,2009,file-format
2010,2010,thunderbird
2011,2011,mork
2012,2012,capistrano
2013,2013,wisa
2014,2014,win64
2015,2015,back-button
2016,2016,microsoft-dynamics
2017,2017,hid
2018,2018,user-experience
2019,2019,user-review
2020,2020,programming-paradigms
2021,2021,procedural-programming
2022,2022,prime-factoring
2023,2023,atwood
2024,2024,fanboi
2025,2025,codingstandards
2026,2026,dinosaurs
2027,2027,delete-me-upon-launch
2028,2028,lwuit
2029,2029,subprocess
2030,2030,fork
2031,2031,gigaspaces
2032,2032,siegfried
2033,2033,roy
2034,2034,tigers
2035,2035,finance
2036,2036,nda
2037,2037,md5
2038,2038,crypt
2039,2039,webby
2040,2040,translation
2041,2041,trigonometry
2042,2042,geography
2043,2043,geolocation
2044,2044,gac
2045,2045,login
2046,2046,groups
2047,2047,spell-checking
2048,2048,product
2049,2049,nlp
2050,2050,lazy
2051,2051,program-structure
2052,2052,bufferedimage
2053,2053,colorize
2054,2054,bubble-chart
2055,2055,postfix-mta
2056,2056,mail-server
2057,2057,autoload
2058,2058,velocity
2059,2059,imperative-programming
2060,2060,pronunciation
2061,2061,lines-of-code
2062,2062,sloc
2063,2063,image-recognition
2064,2064,pair-programming
2065,2065,proc-object
2066,2066,cryptography
2067,2067,score
2068,2068,study
2069,2069,alignment
2070,2070,castle-monorail
2071,2071,hbase
2072,2072,hive
2073,2073,development-process
2074,2074,thumbnails
2075,2075,qitemdelegate
2076,2076,stupid-question
2077,2077,coderush
2078,2078,annotations
2079,2079,code-injection
2080,2080,duplicate-question
2081,2081,copy
2082,2082,shoes
2083,2083,pseudo-code
2084,2084,death-march
2085,2085,dav
2086,2086,key-events
2087,2087,web-frameworks
2088,2088,iptc
2089,2089,pivot
2090,2090,passive-view
2091,2091,architectural-patterns
2092,2092,profanity
2093,2093,yacc
2094,2094,boolean
2095,2095,bitwise-operators
2096,2096,wikipedia
2097,2097,lwp
2098,2098,gem
2099,2099,rich-internet-application
2100,2100,webex
2101,2101,dao
2102,2102,abstraction
2103,2103,ooad
2104,2104,information-hiding
2105,2105,strategy-pattern
2106,2106,factory-method
2107,2107,bsd
2108,2108,high-load
2109,2109,acm-icpc
2110,2110,business-model
2111,2111,advertising
2112,2112,ado
2113,2113,firefox-addon
2114,2114,workflow-activity
2115,2115,eeepc
2116,2116,settimeout
2117,2117,post-increment
2118,2118,pre-increment
2119,2119,virtualbox
2120,2120,gcc
2121,2121,biztalk
2122,2122,biztalk2006r2
2123,2123,simpletest
2124,2124,mdx
2125,2125,java-io
2126,2126,domain-driven-design
2127,2127,common-lisp
2128,2128,clisp
2129,2129,contracts
2130,2130,correctness
2131,2131,formal-methods
2132,2132,formal-verification
2133,2133,model-checking
2134,2134,symfony1
2135,2135,sites
2136,2136,swift-mt
2137,2137,open-with
2138,2138,fckeditor
2139,2139,friendly-url
2140,2140,slug
2141,2141,signals
2142,2142,sigprocmask
2143,2143,freetext
2144,2144,belongs-on-meta
2145,2145,bubble-sort
2146,2146,bignum
2147,2147,shared
2148,2148,project-euler
2149,2149,plugin-architecture
2150,2150,antlr
2151,2151,script.vote-count-p
2152,2152,daemon
2153,2153,data-migration
2154,2154,prize
2155,2155,shutdown
2156,2156,pygtk
2157,2157,sdl
2158,2158,pygame
2159,2159,text-extraction
2160,2160,pdf-scraping
2161,2161,railo
2162,2162,algebra
2163,2163,vauge
2164,2164,phpbb
2165,2165,execution
2166,2166,compile-time
2167,2167,ioctl
2168,2168,mailing-list
2169,2169,language-binding
